qa_id,question_asker_intent_understanding,question_body_critical,question_conversational,question_expect_short_answer,question_fact_seeking,question_has_commonly_accepted_answer,question_interestingness_others,question_interestingness_self,question_multi_intent,question_not_really_a_question,question_opinion_seeking,question_type_choice,question_type_compare,question_type_consequence,question_type_definition,question_type_entity,question_type_instructions,question_type_procedure,question_type_reason_explanation,question_type_spelling,question_well_written,answer_helpful,answer_level_of_information,answer_plausible,answer_relevance,answer_satisfaction,answer_type_instructions,answer_type_procedure,answer_type_reason_explanation,answer_well_written
387,1.0,0.8133333333333335,0.16000000000000003,0.72,0.6266666666666667,0.5422222222222222,0.72,0.7066666666666667,0.5511111111111111,0.00181914302,0.7688888888888887,0.6666666666666666,0.08000000000000002,0.08000000000000002,0.08000000000000002,0.21333333333333335,0.08000000000000002,0.16000000000000003,0.44888888888888884,0.0011348850620000002,0.9733333333333334,0.9733333333333334,0.6933333333333334,0.9733333333333334,0.9733333333333334,0.8911111111111112,0.08000000000000002,0.08000000000000002,0.5644444444444445,0.9733333333333334
391,0.8844444444444444,0.6533333333333333,0.08000000000000002,0.9133333333333334,0.9266666666666665,1.0,0.6266666666666667,0.5066666666666667,0.08000000000000002,0.00224692762,0.16000000000000003,0.9133333333333334,0.08000000000000002,0.08000000000000002,0.08000000000000002,0.08000000000000002,0.6533333333333333,0.16000000000000003,0.16000000000000003,0.000386291,0.8666666666666666,0.9733333333333334,0.6533333333333333,0.9733333333333334,1.0,0.8755555555555554,0.9266666666666665,0.16000000000000003,0.08000000000000002,0.9133333333333334
395,0.8666666666666666,0.49333333333333335,0.08000000000000002,0.6533333333333333,0.8400000000000001,0.9133333333333334,0.5422222222222222,0.4355555555555556,0.4,0.00263050872,0.4177777777777778,0.5333333333333333,0.08000000000000002,0.08000000000000002,0.08000000000000002,0.08000000000000002,0.8911111111111112,0.21333333333333335,0.21333333333333335,0.0002432161372,0.7688888888888887,0.9733333333333334,0.6799999999999999,0.9733333333333334,1.0,0.8911111111111112,0.9733333333333334,0.16000000000000003,0.08000000000000002,0.8844444444444444
444,0.9466666666666665,0.8133333333333335,0.08000000000000002,0.8133333333333335,0.8911111111111112,0.8844444444444444,0.6266666666666667,0.4666666666666667,0.16000000000000003,0.001575173388,0.3333333333333333,0.8844444444444444,0.08000000000000002,0.08000000000000002,0.08000000000000002,0.08000000000000002,0.48,0.16000000000000003,0.16000000000000003,0.000441660946,0.9466666666666665,0.9266666666666665,0.6799999999999999,0.9733333333333334,0.9733333333333334,0.8911111111111112,0.16000000000000003,0.08000000000000002,0.29333333333333333,0.9466666666666665
482,0.8911111111111112,0.4666666666666667,0.08000000000000002,0.8666666666666666,0.9133333333333334,0.9733333333333334,0.6533333333333333,0.5511111111111111,0.21333333333333335,0.0050769833,0.28,0.6933333333333334,0.08000000000000002,0.08000000000000002,0.08000000000000002,0.08000000000000002,0.21333333333333335,0.08000000000000002,0.6266666666666667,0.00077265173,0.7511111111111112,0.9266666666666665,0.5822222222222222,0.9733333333333334,0.9733333333333334,0.8133333333333335,0.4177777777777778,0.08000000000000002,0.7688888888888887,0.9
483,1.0,0.8911111111111112,0.08000000000000002,0.9733333333333334,0.8755555555555554,0.9466666666666665,0.72,0.7333333333333333,0.08000000000000002,0.0035256056199999995,0.30666666666666664,0.9133333333333334,0.08000000000000002,0.08000000000000002,0.08000000000000002,0.08000000000000002,0.08000000000000002,0.08000000000000002,0.28,0.001022192408,0.9733333333333334,0.8911111111111112,0.6266666666666667,0.9733333333333334,0.9466666666666665,0.8266666666666669,0.08000000000000002,0.08000000000000002,0.7822222222222223,0.9266666666666665
513,0.8844444444444444,0.5511111111111111,0.08000000000000002,0.7911111111111111,0.8266666666666669,0.9466666666666665,0.5511111111111111,0.44888888888888884,0.08000000000000002,0.008576041080000003,0.3733333333333334,0.08000000000000002,0.08000000000000002,0.08000000000000002,0.08000000000000002,0.08000000000000002,0.9466666666666665,0.21333333333333335,0.08000000000000002,0.00019816095699999998,0.7822222222222223,0.9733333333333334,0.6533333333333333,0.9733333333333334,1.0,0.8911111111111112,0.9466666666666665,0.16000000000000003,0.16000000000000003,0.9133333333333334
542,0.7333333333333333,0.3733333333333334,0.08000000000000002,0.5822222222222222,0.9133333333333334,0.9466666666666665,0.5422222222222222,0.4,0.44888888888888884,0.00428490546,0.21333333333333335,0.7066666666666667,0.08000000000000002,0.08000000000000002,0.08000000000000002,0.08000000000000002,0.4,0.24000000000000002,0.6,0.0005991370759999999,0.72,0.9733333333333334,0.6799999999999999,0.9733333333333334,1.0,0.8844444444444444,0.3733333333333334,0.16000000000000003,0.7911111111111111,0.9133333333333334
579,0.8533333333333333,0.4355555555555556,0.08000000000000002,0.6799999999999999,0.8533333333333333,0.9466666666666665,0.5822222222222222,0.4,0.6533333333333333,0.00291374252,0.3733333333333334,0.6266666666666667,0.08000000000000002,0.08000000000000002,0.08000000000000002,0.08000000000000002,0.7511111111111112,0.16000000000000003,0.5822222222222222,0.000473134186,0.72,0.9266666666666665,0.6266666666666667,0.9733333333333334,0.9733333333333334,0.8266666666666669,0.52,0.16000000000000003,0.6,0.9133333333333334
589,0.8266666666666669,0.4,0.08000000000000002,0.7688888888888887,0.8666666666666666,0.9466666666666665,0.5333333333333333,0.4177777777777778,0.3733333333333334,0.0033160558399999997,0.34666666666666673,0.7688888888888887,0.08000000000000002,0.08000000000000002,0.08000000000000002,0.08000000000000002,0.7911111111111111,0.24000000000000002,0.21333333333333335,0.000514987488,0.7511111111111112,0.9733333333333334,0.6666666666666666,0.9733333333333334,1.0,0.8844444444444444,0.8400000000000001,0.16000000000000003,0.4177777777777778,0.9266666666666665
625,0.8400000000000001,0.4355555555555556,0.08000000000000002,0.72,0.7911111111111111,0.9733333333333334,0.5333333333333333,0.4177777777777778,0.08000000000000002,0.015184676600000002,0.48,0.08000000000000002,0.08000000000000002,0.08000000000000002,0.08000000000000002,0.08000000000000002,0.8533333333333333,0.21333333333333335,0.21333333333333335,0.000317342304,0.6933333333333334,0.9733333333333334,0.6666666666666666,1.0,1.0,0.8955555555555555,0.8133333333333335,0.16000000000000003,0.4355555555555556,0.9266666666666665
641,0.8755555555555554,0.49333333333333335,0.08000000000000002,0.7333333333333333,0.9133333333333334,0.9466666666666665,0.5511111111111111,0.4577777777777778,0.44888888888888884,0.00153110666,0.30666666666666664,0.6933333333333334,0.08000000000000002,0.08000000000000002,0.08000000000000002,0.08000000000000002,0.6533333333333333,0.16000000000000003,0.26666666666666666,0.0006032303039999999,0.8133333333333335,0.9466666666666665,0.6266666666666667,0.9733333333333334,1.0,0.8755555555555554,0.6533333333333333,0.16000000000000003,0.26666666666666666,0.9133333333333334
683,0.8755555555555554,0.5066666666666667,0.08000000000000002,0.72,0.7911111111111111,0.9266666666666665,0.52,0.4,0.16000000000000003,0.0085319459,0.5066666666666667,0.08000000000000002,0.08000000000000002,0.08000000000000002,0.08000000000000002,0.08000000000000002,0.9133333333333334,0.24000000000000002,0.21333333333333335,0.000247398634,0.7511111111111112,0.9733333333333334,0.6666666666666666,0.9733333333333334,1.0,0.8911111111111112,0.9466666666666665,0.16000000000000003,0.16000000000000003,0.9133333333333334
725,0.7333333333333333,0.44888888888888884,0.08000000000000002,0.7822222222222223,0.9733333333333334,0.9733333333333334,0.5822222222222222,0.4,0.34666666666666673,0.0027025265400000002,0.16000000000000003,0.6799999999999999,0.08000000000000002,0.08000000000000002,0.08000000000000002,0.4177777777777778,0.16000000000000003,0.16000000000000003,0.28,0.0010999167599999998,0.72,0.9733333333333334,0.72,0.9733333333333334,1.0,0.9133333333333334,0.08000000000000002,0.08000000000000002,0.6666666666666666,0.9466666666666665
727,0.8533333333333333,0.6266666666666667,0.08000000000000002,0.7822222222222223,0.8400000000000001,0.9466666666666665,0.5644444444444445,0.4177777777777778,0.08000000000000002,0.006273324699999999,0.4177777777777778,0.08000000000000002,0.08000000000000002,0.08000000000000002,0.08000000000000002,0.08000000000000002,0.8844444444444444,0.16000000000000003,0.08000000000000002,0.000139445953,0.8133333333333335,0.9733333333333334,0.6533333333333333,0.9733333333333334,1.0,0.8911111111111112,0.8133333333333335,0.16000000000000003,0.24000000000000002,0.9266666666666665
728,0.9266666666666665,0.8266666666666669,0.08000000000000002,0.7822222222222223,0.8533333333333333,0.9266666666666665,0.6533333333333333,0.5333333333333333,0.21333333333333335,0.00226082596,0.4,0.34666666666666673,0.08000000000000002,0.08000000000000002,0.08000000000000002,0.08000000000000002,0.08000000000000002,0.08000000000000002,0.9133333333333334,0.00044476163200000003,0.9466666666666665,0.9733333333333334,0.6933333333333334,1.0,1.0,0.9466666666666665,0.08000000000000002,0.08000000000000002,0.9266666666666665,0.9466666666666665
740,0.9733333333333334,0.7822222222222223,0.08000000000000002,0.48,0.9466666666666665,0.8755555555555554,0.7333333333333333,0.6799999999999999,0.5066666666666667,0.001382571104,0.21333333333333335,0.08000000000000002,0.08000000000000002,0.08000000000000002,0.08000000000000002,0.24000000000000002,0.08000000000000002,0.08000000000000002,0.9266666666666665,0.0006584152539999999,0.9466666666666665,0.9466666666666665,0.7333333333333333,0.9733333333333334,0.9733333333333334,0.8844444444444444,0.08000000000000002,0.08000000000000002,0.9733333333333334,0.9733333333333334
748,0.7911111111111111,0.5066666666666667,0.08000000000000002,0.7333333333333333,0.9466666666666665,0.9733333333333334,0.5822222222222222,0.4,0.28,0.00332045672,0.16000000000000003,0.4177777777777778,0.08000000000000002,0.08000000000000002,0.08000000000000002,0.16000000000000003,0.4177777777777778,0.28,0.4,0.00078525501,0.7333333333333333,0.9466666666666665,0.6533333333333333,0.9733333333333334,0.9733333333333334,0.8755555555555554,0.24000000000000002,0.16000000000000003,0.72,0.8911111111111112
765,0.9733333333333334,0.7511111111111112,0.16000000000000003,0.7333333333333333,0.8533333333333333,0.8133333333333335,0.6266666666666667,0.7511111111111112,0.28,0.00260563504,0.49333333333333335,0.16000000000000003,0.08000000000000002,0.08000000000000002,0.16000000000000003,0.08000000000000002,0.08000000000000002,0.08000000000000002,0.9466666666666665,0.0020093285,0.9466666666666665,0.9266666666666665,0.6799999999999999,0.9733333333333334,0.9733333333333334,0.8666666666666666,0.08000000000000002,0.08000000000000002,0.9733333333333334,0.9266666666666665
811,0.9733333333333334,0.8666666666666666,0.16000000000000003,0.5422222222222222,0.8533333333333333,0.7511111111111112,0.7066666666666667,0.6533333333333333,0.5066666666666667,0.001297287988,0.48,0.16000000000000003,0.08000000000000002,0.08000000000000002,0.08000000000000002,0.08000000000000002,0.08000000000000002,0.08000000000000002,0.9466666666666665,0.00047500241199999996,0.9733333333333334,0.9733333333333334,0.7066666666666667,1.0,1.0,0.9266666666666665,0.08000000000000002,0.08000000000000002,1.0,0.9466666666666665
830,0.8666666666666666,0.72,0.08000000000000002,0.8133333333333335,0.8911111111111112,0.9733333333333334,0.6,0.4666666666666667,0.08000000000000002,0.00693608906,0.28,0.08000000000000002,0.08000000000000002,0.08000000000000002,0.08000000000000002,0.08000000000000002,0.8911111111111112,0.16000000000000003,0.21333333333333335,0.000274306298,0.8266666666666669,0.9133333333333334,0.6266666666666667,0.9733333333333334,0.9733333333333334,0.8266666666666669,0.8133333333333335,0.08000000000000002,0.16000000000000003,0.9133333333333334
851,0.8533333333333333,0.49333333333333335,0.08000000000000002,0.6666666666666666,0.8911111111111112,0.9266666666666665,0.5422222222222222,0.4,0.3733333333333334,0.0025068377680000004,0.29333333333333333,0.3333333333333333,0.08000000000000002,0.08000000000000002,0.08000000000000002,0.08000000000000002,0.8911111111111112,0.30666666666666664,0.24000000000000002,0.00035631313200000004,0.7688888888888887,0.9466666666666665,0.6,0.9733333333333334,0.9733333333333334,0.8400000000000001,0.8533333333333333,0.21333333333333335,0.21333333333333335,0.9
856,0.8666666666666666,0.5333333333333333,0.08000000000000002,0.7688888888888887,0.8266666666666669,0.9466666666666665,0.5511111111111111,0.4355555555555556,0.16000000000000003,0.0037145028599999998,0.4,0.44888888888888884,0.08000000000000002,0.08000000000000002,0.08000000000000002,0.08000000000000002,0.9133333333333334,0.26666666666666666,0.16000000000000003,0.00024220007800000005,0.7688888888888887,0.9733333333333334,0.6799999999999999,0.9733333333333334,1.0,0.8844444444444444,0.8266666666666669,0.16000000000000003,0.6533333333333333,0.9266666666666665
885,0.9133333333333334,0.4666666666666667,0.08000000000000002,0.7511111111111112,0.9133333333333334,0.9133333333333334,0.6,0.6266666666666667,0.21333333333333335,0.0037767947600000004,0.26666666666666666,0.44888888888888884,0.16000000000000003,0.08000000000000002,0.08000000000000002,0.08000000000000002,0.26666666666666666,0.21333333333333335,0.34666666666666673,0.001985535988,0.72,0.9733333333333334,0.72,0.9733333333333334,1.0,0.9133333333333334,0.24000000000000002,0.16000000000000003,0.8266666666666669,0.9266666666666665
905,0.8533333333333333,0.44888888888888884,0.08000000000000002,0.7333333333333333,0.8,0.9266666666666665,0.5333333333333333,0.4177777777777778,0.16000000000000003,0.004173916868000001,0.4577777777777778,0.29333333333333333,0.08000000000000002,0.08000000000000002,0.08000000000000002,0.08000000000000002,0.9266666666666665,0.21333333333333335,0.16000000000000003,0.00027109301,0.7333333333333333,0.9733333333333334,0.6933333333333334,1.0,1.0,0.9133333333333334,0.9466666666666665,0.16000000000000003,0.5066666666666667,0.9266666666666665
929,0.8755555555555554,0.3733333333333334,0.08000000000000002,0.7333333333333333,0.7688888888888887,0.9133333333333334,0.5822222222222222,0.48,0.21333333333333335,0.007792468800000001,0.5066666666666667,0.30666666666666664,0.08000000000000002,0.08000000000000002,0.08000000000000002,0.08000000000000002,0.7911111111111111,0.21333333333333335,0.4666666666666667,0.00037903504199999995,0.7066666666666667,0.9733333333333334,0.6533333333333333,0.9733333333333334,1.0,0.9133333333333334,0.9266666666666665,0.16000000000000003,0.16000000000000003,0.9133333333333334
938,0.9266666666666665,0.5066666666666667,0.08000000000000002,0.6533333333333333,0.8844444444444444,0.8133333333333335,0.6533333333333333,0.5822222222222222,0.6933333333333334,0.00205029594,0.49333333333333335,0.7511111111111112,0.08000000000000002,0.08000000000000002,0.08000000000000002,0.08000000000000002,0.24000000000000002,0.16000000000000003,0.31999999999999995,0.0009999749,0.8533333333333333,0.9733333333333334,0.6533333333333333,1.0,0.9733333333333334,0.8955555555555555,0.24000000000000002,0.08000000000000002,0.8266666666666669,0.9466666666666665
939,0.9466666666666665,0.7688888888888887,0.08000000000000002,0.4177777777777778,0.9466666666666665,0.9133333333333334,0.72,0.6533333333333333,0.6266666666666667,0.001633399028,0.21333333333333335,0.7511111111111112,0.08000000000000002,0.08000000000000002,0.08000000000000002,0.16000000000000003,0.08000000000000002,0.08000000000000002,0.7688888888888887,0.0011681534800000002,0.9266666666666665,1.0,0.6933333333333334,1.0,1.0,0.9266666666666665,0.08000000000000002,0.08000000000000002,0.9466666666666665,0.9466666666666665
962,0.9133333333333334,0.52,0.08000000000000002,0.5422222222222222,0.8533333333333333,0.8533333333333333,0.6266666666666667,0.4577777777777778,0.6266666666666667,0.001368035164,0.5333333333333333,0.24000000000000002,0.08000000000000002,0.08000000000000002,0.08000000000000002,0.08000000000000002,0.9266666666666665,0.26666666666666666,0.16000000000000003,0.00040382187200000005,0.8133333333333335,0.9266666666666665,0.5822222222222222,0.9733333333333334,0.9733333333333334,0.8,0.8533333333333333,0.16000000000000003,0.16000000000000003,0.9266666666666665
1082,0.8533333333333333,0.4,0.08000000000000002,0.3333333333333333,0.7911111111111111,0.6533333333333333,0.5644444444444445,0.4177777777777778,0.6933333333333334,0.00236149276,0.6666666666666666,0.3733333333333334,0.21333333333333335,0.08000000000000002,0.08000000000000002,0.08000000000000002,0.5066666666666667,0.28,0.3733333333333334,0.0005507136860000001,0.8,0.9,0.6,0.9466666666666665,0.9466666666666665,0.7911111111111111,0.3733333333333334,0.16000000000000003,0.5511111111111111,0.9266666666666665
1091,0.8533333333333333,0.4666666666666667,0.08000000000000002,0.6799999999999999,0.8955555555555555,0.8911111111111112,0.5422222222222222,0.4177777777777778,0.08000000000000002,0.00635183706,0.31999999999999995,0.08000000000000002,0.08000000000000002,0.08000000000000002,0.08000000000000002,0.08000000000000002,0.8400000000000001,0.26666666666666666,0.16000000000000003,0.00029411309799999997,0.7911111111111111,0.8266666666666669,0.5822222222222222,0.9,0.8955555555555555,0.6799999999999999,0.5822222222222222,0.21333333333333335,0.16000000000000003,0.8844444444444444
1101,0.9466666666666665,0.5644444444444445,0.08000000000000002,0.7911111111111111,0.8400000000000001,0.8844444444444444,0.6533333333333333,0.5422222222222222,0.08000000000000002,0.006689831,0.4577777777777778,0.16000000000000003,0.08000000000000002,0.08000000000000002,0.08000000000000002,0.08000000000000002,0.9266666666666665,0.21333333333333335,0.21333333333333335,0.00019933534999999999,0.8,0.9733333333333334,0.6533333333333333,1.0,1.0,0.8844444444444444,0.9733333333333334,0.08000000000000002,0.16000000000000003,0.9266666666666665
1119,0.9466666666666665,0.7911111111111111,0.08000000000000002,0.49333333333333335,0.9133333333333334,0.6799999999999999,0.6933333333333334,0.6533333333333333,0.4,0.001453409108,0.29333333333333333,0.3333333333333333,0.08000000000000002,0.08000000000000002,0.08000000000000002,0.4177777777777778,0.08000000000000002,0.08000000000000002,0.4,0.00217580536,0.9466666666666665,0.9133333333333334,0.6933333333333334,0.9466666666666665,0.9733333333333334,0.8533333333333333,0.08000000000000002,0.08000000000000002,0.6666666666666666,0.9733333333333334
